Site_Name,State,Loc_Name,Start_Date,Year,Target_Species,Plot_Name,Spp_Name,Species,Damage,No Damage,Sum,Subsampled
Acadia NP,ME,Schoodic Point,6/22/2014,2014,Red Algae,R5,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A1,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A1,Smooth periwinkle (Littorina obtusata),LITOBT,1,11,12,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A1,Dogwhelk (Nucella lapillus),NUCLAP,0,8,8,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A2,Smooth periwinkle (Littorina obtusata),LITOBT,1,3,4,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A2,Dogwhelk (Nucella lapillus),NUCLAP,1,11,12,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A3,Smooth periwinkle (Littorina obtusata),LITOBT,2,9,11,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A3,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A4,Smooth periwinkle (Littorina obtusata),LITOBT,1,6,7,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A5,Smooth periwinkle (Littorina obtusata),LITOBT,0,20,20,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A5,Dogwhelk (Nucella lapillus),NUCLAP,0,14,14,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Ascophyllum,A5,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B1,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B1,Rough periwinkle (Littorina saxatilis),LITSAX,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B1,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B2,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B3,Common periwinkle (Littorina littorea),LITLIT,0,2,2,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B3,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B4,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Barnacle,B5,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F1,Smooth periwinkle (Littorina obtusata),LITOBT,0,4,4,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F1,Dogwhelk (Nucella lapillus),NUCLAP,0,20,20,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F2,Dogwhelk (Nucella lapillus),NUCLAP,0,26,26,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F3,Smooth periwinkle (Littorina obtusata),LITOBT,0,12,12,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F3,Dogwhelk (Nucella lapillus),NUCLAP,2,41,43,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F3,Limpet (Tectura testudinalis),TECTES,0,8,8,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F4,Smooth periwinkle (Littorina obtusata),LITOBT,0,5,5,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F4,Dogwhelk (Nucella lapillus),NUCLAP,0,4,4,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F5,Smooth periwinkle (Littorina obtusata),LITOBT,0,7,7,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F5,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Fucus,F5,Limpet (Tectura testudinalis),TECTES,0,3,3,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R1,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R1,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R1,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R3,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R4,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R4,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/22/2013,2013,Red Algae,R5,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A1,Smooth periwinkle (Littorina obtusata),LITOBT,0,7,7,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A1,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A2,Smooth periwinkle (Littorina obtusata),LITOBT,1,9,10,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A2,Dogwhelk (Nucella lapillus),NUCLAP,1,8,9,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A3,Smooth periwinkle (Littorina obtusata),LITOBT,0,5,5,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A3,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A3,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A4,Smooth periwinkle (Littorina obtusata),LITOBT,0,6,6,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A5,Smooth periwinkle (Littorina obtusata),LITOBT,0,7,7,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A5,Dogwhelk (Nucella lapillus),NUCLAP,0,2,2,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Ascophyllum,A5,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B1,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B1,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B1,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B2,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B3,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B4,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Barnacle,B5,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F1,Smooth periwinkle (Littorina obtusata),LITOBT,0,4,4,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F1,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F1,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F2,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F2,Smooth periwinkle (Littorina obtusata),LITOBT,0,2,2,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F2,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F2,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F3,Smooth periwinkle (Littorina obtusata),LITOBT,0,4,4,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F3,Dogwhelk (Nucella lapillus),NUCLAP,0,5,5,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F3,Limpet (Tectura testudinalis),TECTES,0,6,6,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F4,Smooth periwinkle (Littorina obtusata),LITOBT,0,4,4,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F4,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F5,Common periwinkle (Littorina littorea),LITLIT,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F5,Smooth periwinkle (Littorina obtusata),LITOBT,0,8,8,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F5,Dogwhelk (Nucella lapillus),NUCLAP,0,2,2,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Fucus,F5,Limpet (Tectura testudinalis),TECTES,0,11,11,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R1,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R1,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R1,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R2,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R3,Common periwinkle (Littorina littorea),LITLIT,0,3,3,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R3,Limpet (Tectura testudinalis),TECTES,0,6,6,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R4,Common periwinkle (Littorina littorea),LITLIT,1,2,3,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R4,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R4,Limpet (Tectura testudinalis),TECTES,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,No
Acadia NP,ME,Ship Harbor,6/20/2014,2014,Red Algae,R5,Limpet (Tectura testudinalis),TECTES,0,1,1,No
Boston Harbor NRA,MA,Calf Island,6/26/2013,2013,Ascophyllum,A1,Common periwinkle (Littorina littorea),LITLIT,0,2,2,No
Boston Harbor NRA,MA,Calf Island,6/26/2013,2013,Ascophyllum,A1,Smooth periwinkle (Littorina obtusata),LITOBT,1,7,8,No
